Name,Year,Country,Type,Captain
Titanic 21,1980,Germany,Passenger,Ivan Petrov
Enterprise 71,2009,UK,Passenger,William Brown
Enterprise 26,1992,USA,Tanker,Li Wei
Neptune 45,1980,Russia,Tanker,Carlos Sanchez
Enterprise 77,1956,Germany,Passenger,Carlos Sanchez
Titanic 82,2002,USA,Passenger,Ivan Petrov
Viking 99,2023,Russia,BulkCarrier,Carlos Sanchez
Nautilus 81,1956,France,Passenger,William Brown
Neptune 30,1980,China,BulkCarrier,Jean Dupont
Viking 6,2024,UK,Tanker,John Smith
Odyssey 63,1978,Japan,BulkCarrier,Li Wei
Neptune 30,1982,Japan,Tanker,Li Wei
Nautilus 93,2012,China,BulkCarrier,Li Wei
Poseidon 41,1953,USA,Tanker,Jean Dupont
Neptune 95,2004,France,BulkCarrier,William Brown
Neptune 13,1988,France,BulkCarrier,Jean Dupont
Neptune 25,1959,Germany,Tanker,Carlos Sanchez
Aurora 14,2011,Russia,Passenger,John Smith
Aurora 7,2007,France,Passenger,Ivan Petrov
Nautilus 37,2012,Japan,Tanker,William Brown
Enterprise 35,1983,France,BulkCarrier,Ivan Petrov
Aurora 12,2016,Russia,Tanker,William Brown
Titanic 29,1981,China,Passenger,Jean Dupont
Poseidon 59,2008,UK,Tanker,Carlos Sanchez
Viking 84,2022,Germany,Tanker,Li Wei
Titanic 66,2021,Russia,Passenger,John Smith
Enterprise 70,1959,Russia,Tanker,John Smith
Viking 43,2019,Germany,BulkCarrier,William Brown
Neptune 23,1960,USA,BulkCarrier,Jean Dupont
Poseidon 45,1976,France,BulkCarrier,William Brown
Viking 31,1984,USA,BulkCarrier,Ivan Petrov
Neptune 34,2016,UK,BulkCarrier,Jean Dupont
Neptune 52,1968,UK,BulkCarrier,Carlos Sanchez
Odyssey 12,1974,USA,BulkCarrier,Carlos Sanchez
Aurora 1,1972,Germany,BulkCarrier,Li Wei
Titanic 50,2021,UK,Tanker,Ivan Petrov
Nautilus 65,2009,USA,Tanker,Ivan Petrov
Enterprise 81,2024,USA,Passenger,John Smith
Nautilus 83,1969,France,Tanker,Carlos Sanchez
Viking 3,2023,France,Passenger,Ivan Petrov
Nautilus 65,2007,Russia,Tanker,William Brown
Poseidon 22,1985,USA,BulkCarrier,Hans Müller
Aurora 56,2023,Japan,Passenger,Li Wei
Enterprise 99,1953,Japan,BulkCarrier,William Brown
Neptune 82,1956,USA,Passenger,William Brown
Poseidon 20,1956,France,BulkCarrier,William Brown
Nautilus 16,1964,Russia,Tanker,Ivan Petrov
Odyssey 66,1981,France,BulkCarrier,Carlos Sanchez
Nautilus 12,2009,Russia,Tanker,William Brown
Viking 82,1994,Germany,BulkCarrier,Ivan Petrov
Odyssey 12,2018,China,Tanker,Jean Dupont
Nautilus 51,2012,Germany,BulkCarrier,Hans Müller
Enterprise 95,2013,Germany,Tanker,Li Wei
Nautilus 58,2006,Japan,BulkCarrier,Jean Dupont
Neptune 51,1953,Germany,Tanker,Carlos Sanchez
Viking 22,2017,France,BulkCarrier,Hans Müller
Viking 47,2005,UK,Passenger,Carlos Sanchez
Neptune 78,2019,China,Passenger,William Brown
Poseidon 32,2010,USA,BulkCarrier,Jean Dupont
Neptune 68,2022,Japan,Passenger,Li Wei
Titanic 37,2024,USA,BulkCarrier,Jean Dupont
Titanic 42,2015,France,Tanker,John Smith
Enterprise 72,1965,Germany,BulkCarrier,John Smith
Viking 26,1993,Germany,BulkCarrier,John Smith
Viking 36,1973,France,BulkCarrier,Li Wei
Viking 15,2003,Germany,Tanker,Carlos Sanchez
Aurora 22,2020,China,Tanker,Ivan Petrov
Viking 68,1974,Russia,Passenger,Ivan Petrov
Nautilus 45,2000,UK,Tanker,Hans Müller
Viking 86,1952,France,Tanker,John Smith
Nautilus 30,2010,China,BulkCarrier,Carlos Sanchez
Neptune 85,1960,Russia,Tanker,John Smith
Aurora 47,1959,France,Passenger,Jean Dupont
Nautilus 19,1987,Japan,Passenger,Hans Müller
Neptune 75,2014,France,Tanker,Hans Müller
Titanic 23,2021,UK,Tanker,Ivan Petrov
Neptune 24,2020,China,BulkCarrier,John Smith
Aurora 36,2000,China,Tanker,John Smith
Aurora 79,1986,Germany,BulkCarrier,Carlos Sanchez
Nautilus 59,1968,China,Passenger,Carlos Sanchez
Odyssey 63,1955,Russia,Tanker,Ivan Petrov
Titanic 27,1961,Germany,Tanker,Jean Dupont
Aurora 14,1950,Germany,BulkCarrier,Li Wei
Neptune 6,1957,UK,Tanker,Jean Dupont
Aurora 66,1950,UK,Tanker,Carlos Sanchez
Viking 14,2004,Russia,BulkCarrier,John Smith
Nautilus 90,1955,USA,Passenger,Hans Müller
Viking 27,1991,Germany,Passenger,Jean Dupont
Titanic 45,1972,UK,BulkCarrier,Ivan Petrov
Nautilus 8,1992,Russia,Tanker,Jean Dupont
Odyssey 5,2003,Germany,Passenger,Li Wei
Neptune 77,2020,UK,Passenger,William Brown
Odyssey 22,2001,Japan,Passenger,Hans Müller
Titanic 26,2007,Russia,Passenger,Li Wei
Poseidon 42,2014,UK,Tanker,Li Wei
Odyssey 51,1962,France,Tanker,Jean Dupont
Odyssey 51,2006,UK,Passenger,John Smith
Viking 61,2007,France,Tanker,Ivan Petrov
Odyssey 24,1963,France,BulkCarrier,Carlos Sanchez
Odyssey 71,2003,Germany,Tanker,Ivan Petrov
Titanic 75,1983,France,Passenger,Jean Dupont
Viking 67,1991,UK,Tanker,Carlos Sanchez
Odyssey 2,1962,Germany,BulkCarrier,Jean Dupont
Odyssey 74,1996,USA,Passenger,William Brown
Nautilus 90,1981,USA,BulkCarrier,William Brown
Poseidon 98,1995,USA,Passenger,John Smith
Nautilus 53,2021,China,Tanker,Hans Müller
Nautilus 15,2000,Germany,Tanker,William Brown
Poseidon 68,1962,France,BulkCarrier,Ivan Petrov
Titanic 11,2016,Japan,Tanker,William Brown
Viking 79,1984,Germany,BulkCarrier,Li Wei
Poseidon 43,1988,UK,Tanker,William Brown
Titanic 59,1972,Russia,Passenger,Ivan Petrov
Viking 24,1978,USA,Tanker,Carlos Sanchez
Titanic 45,1975,France,Tanker,Hans Müller
Aurora 26,1960,France,Tanker,John Smith
Nautilus 36,2003,Japan,Tanker,William Brown
Viking 75,2021,USA,Tanker,William Brown
Viking 11,1953,Russia,BulkCarrier,Ivan Petrov
Poseidon 79,1967,UK,BulkCarrier,Ivan Petrov
Neptune 36,1999,Germany,BulkCarrier,Hans Müller
Viking 53,1984,France,Tanker,Li Wei
Enterprise 65,2015,USA,BulkCarrier,Li Wei
Viking 81,1983,Russia,Tanker,Hans Müller
Viking 13,1950,USA,Passenger,William Brown
Odyssey 53,2015,China,Passenger,William Brown
Nautilus 44,1981,Russia,Tanker,Carlos Sanchez
Odyssey 56,2000,France,BulkCarrier,Li Wei
Aurora 45,1979,Russia,Tanker,Jean Dupont
Neptune 56,1983,China,Tanker,Ivan Petrov
Titanic 40,1983,France,Tanker,Ivan Petrov
Poseidon 62,1958,USA,BulkCarrier,Carlos Sanchez
Titanic 88,1981,UK,Passenger,Carlos Sanchez
Nautilus 89,1979,China,BulkCarrier,Li Wei
Poseidon 59,1951,Japan,Tanker,Hans Müller
Poseidon 99,1964,Germany,Passenger,Hans Müller
Viking 44,1980,UK,BulkCarrier,Ivan Petrov
Viking 50,1996,Japan,Tanker,William Brown
Odyssey 28,1987,Japan,Passenger,Hans Müller
Poseidon 2,2002,France,Tanker,William Brown
Enterprise 26,1998,USA,Passenger,Jean Dupont
Neptune 53,1995,China,BulkCarrier,John Smith
Neptune 2,1954,China,BulkCarrier,Ivan Petrov
Enterprise 39,1991,France,Passenger,Jean Dupont
Enterprise 7,1997,Germany,Tanker,Ivan Petrov
Odyssey 18,2011,China,Tanker,John Smith
Neptune 84,1956,France,Passenger,Jean Dupont
Enterprise 56,1968,UK,BulkCarrier,Carlos Sanchez
Viking 57,2019,Japan,Tanker,William Brown
Nautilus 95,1974,Japan,Passenger,Carlos Sanchez
Titanic 28,2018,Russia,Passenger,Hans Müller
Titanic 93,1958,USA,Tanker,Li Wei
Enterprise 100,1990,France,Tanker,Li Wei
Viking 67,1991,Russia,BulkCarrier,Jean Dupont
Enterprise 94,2013,Russia,Tanker,John Smith
Odyssey 18,1997,UK,Tanker,Ivan Petrov
Nautilus 85,1961,Russia,BulkCarrier,Li Wei
Poseidon 33,2017,France,BulkCarrier,Ivan Petrov
Poseidon 65,1993,Germany,Passenger,William Brown
Nautilus 36,1989,Germany,Tanker,Carlos Sanchez
Aurora 50,2010,Russia,Tanker,Li Wei
Poseidon 54,1952,UK,Passenger,Jean Dupont
Titanic 93,1987,Japan,Tanker,Hans Müller
Poseidon 28,2001,Japan,BulkCarrier,Ivan Petrov
Titanic 43,1960,Germany,Passenger,Hans Müller
Poseidon 51,2023,UK,Passenger,Carlos Sanchez
Odyssey 72,2022,France,Tanker,Li Wei
Neptune 41,2019,Germany,Tanker,Hans Müller
Titanic 96,2022,China,Passenger,Hans Müller
Viking 28,1956,USA,Tanker,Jean Dupont
Odyssey 85,2005,Russia,Tanker,Li Wei
Viking 12,1963,China,BulkCarrier,Hans Müller
Titanic 96,1987,UK,Tanker,Li Wei
Poseidon 43,1997,Germany,Passenger,Hans Müller
Odyssey 63,1971,France,BulkCarrier,Jean Dupont
Titanic 69,1956,USA,Passenger,Jean Dupont
Aurora 34,2010,UK,BulkCarrier,John Smith
Neptune 33,2008,USA,Tanker,William Brown
Titanic 4,1974,UK,Tanker,Carlos Sanchez
Titanic 15,2024,Germany,Tanker,Hans Müller
Enterprise 19,1998,China,Passenger,Carlos Sanchez
Nautilus 63,2025,USA,Passenger,Li Wei
Nautilus 61,2017,UK,BulkCarrier,Jean Dupont
Viking 55,2010,USA,Passenger,Li Wei
Titanic 33,1994,Russia,Tanker,Hans Müller
Nautilus 36,1955,Japan,Tanker,Carlos Sanchez
Neptune 24,1955,Japan,Passenger,Hans Müller
Odyssey 95,1974,Russia,Passenger,Hans Müller
Odyssey 88,1968,Germany,Passenger,Ivan Petrov
Viking 69,1991,Russia,Tanker,Hans Müller
Aurora 31,1953,Japan,Passenger,John Smith
Nautilus 65,1969,France,Passenger,Hans Müller
Enterprise 7,1953,UK,Tanker,John Smith
Aurora 19,1979,Russia,Passenger,William Brown
Enterprise 25,1964,China,BulkCarrier,Carlos Sanchez
Enterprise 32,1962,China,BulkCarrier,Ivan Petrov
Neptune 50,1988,Germany,BulkCarrier,Jean Dupont
Viking 12,1990,China,Tanker,Carlos Sanchez
Titanic 52,1992,UK,Tanker,Hans Müller
Neptune 12,1979,USA,Passenger,Hans Müller
Viking 54,2006,Russia,BulkCarrier,Li Wei
Titanic 70,2008,Japan,BulkCarrier,John Smith
Poseidon 21,2010,Germany,BulkCarrier,Li Wei
Nautilus 46,1970,Russia,Tanker,Carlos Sanchez
Viking 29,2009,France,BulkCarrier,Hans Müller
Aurora 11,1997,Japan,Tanker,John Smith
Titanic 28,1986,China,Passenger,Li Wei
Neptune 26,1963,USA,Passenger,Ivan Petrov
Neptune 1,1990,USA,BulkCarrier,John Smith
Nautilus 32,1987,USA,Tanker,William Brown
Enterprise 55,1970,France,Passenger,Hans Müller
Odyssey 17,1958,Germany,Tanker,Ivan Petrov
Poseidon 54,1967,Japan,Tanker,Carlos Sanchez
Nautilus 95,1957,Japan,BulkCarrier,John Smith
Aurora 79,1950,UK,Passenger,William Brown
Aurora 23,2021,China,Passenger,William Brown
Aurora 12,1974,Russia,Passenger,Hans Müller
Titanic 18,2024,France,BulkCarrier,Li Wei
Odyssey 71,1996,France,Passenger,Hans Müller
Titanic 84,2005,UK,Passenger,Jean Dupont
Enterprise 36,2009,USA,BulkCarrier,Hans Müller
Enterprise 47,2015,USA,Passenger,Carlos Sanchez
Enterprise 93,2018,UK,Tanker,Li Wei
Nautilus 24,1972,USA,Tanker,Carlos Sanchez
Nautilus 28,2012,Germany,Passenger,Ivan Petrov
Aurora 77,1974,Japan,Passenger,Carlos Sanchez
Viking 99,2025,USA,Tanker,John Smith
Neptune 8,2007,Japan,Tanker,Ivan Petrov
Titanic 66,1987,China,BulkCarrier,Hans Müller
Viking 58,2002,Germany,BulkCarrier,Ivan Petrov
Viking 1,2017,Germany,Passenger,Ivan Petrov
Odyssey 8,1953,Japan,Tanker,Hans Müller
Neptune 31,1962,UK,Tanker,Carlos Sanchez
Odyssey 50,2018,Japan,BulkCarrier,Ivan Petrov
Aurora 9,1988,France,Tanker,Jean Dupont
Enterprise 89,1982,Russia,Tanker,Carlos Sanchez
Neptune 71,1991,France,Passenger,Ivan Petrov
Titanic 2,1962,France,Tanker,William Brown
Odyssey 84,1974,France,Passenger,Hans Müller
Enterprise 81,1991,Germany,BulkCarrier,Ivan Petrov
Aurora 26,1991,UK,Passenger,John Smith
Odyssey 62,1950,UK,Tanker,Carlos Sanchez
Nautilus 46,2023,Japan,Passenger,William Brown
Poseidon 84,1975,Japan,BulkCarrier,Hans Müller
Odyssey 91,2018,UK,Passenger,Ivan Petrov
Poseidon 38,1981,Japan,BulkCarrier,Li Wei
Neptune 43,1982,UK,Passenger,William Brown
Titanic 77,1988,France,BulkCarrier,Ivan Petrov
Neptune 50,2020,USA,Tanker,Carlos Sanchez
Nautilus 69,1982,UK,Passenger,William Brown
Aurora 47,2005,USA,Passenger,John Smith
Odyssey 21,2007,Japan,Tanker,William Brown
Aurora 48,1972,UK,BulkCarrier,Jean Dupont
Neptune 40,1960,Japan,Passenger,Carlos Sanchez
Titanic 10,1962,China,BulkCarrier,Hans Müller
Odyssey 91,2006,China,BulkCarrier,Jean Dupont
Neptune 38,1951,France,Passenger,John Smith
Nautilus 94,1991,Germany,BulkCarrier,Ivan Petrov
Viking 2,2022,China,BulkCarrier,John Smith
Nautilus 86,1980,China,BulkCarrier,Carlos Sanchez
Aurora 96,2010,UK,Passenger,Ivan Petrov
Viking 77,2007,Japan,BulkCarrier,Li Wei
Neptune 58,1962,China,BulkCarrier,William Brown
Poseidon 50,1967,Japan,Passenger,Carlos Sanchez
Neptune 4,1977,UK,Tanker,Li Wei
Neptune 4,1982,Russia,Passenger,John Smith
Aurora 59,2010,USA,Tanker,Jean Dupont
Enterprise 37,2000,China,Passenger,Li Wei
Enterprise 60,1964,UK,Passenger,Jean Dupont
Titanic 53,1960,China,Tanker,John Smith
Aurora 47,1952,China,BulkCarrier,William Brown
Odyssey 47,1983,China,BulkCarrier,John Smith
Odyssey 22,2001,Japan,Passenger,Ivan Petrov
Viking 52,1964,France,Tanker,Hans Müller
Aurora 41,1981,Russia,Passenger,William Brown
Enterprise 43,1963,Japan,Tanker,Ivan Petrov
Odyssey 41,1951,France,Tanker,Jean Dupont
Titanic 99,2014,China,Tanker,William Brown
Titanic 76,1992,UK,Passenger,William Brown
Neptune 9,2020,Japan,Passenger,William Brown
Poseidon 33,2004,USA,Tanker,Ivan Petrov
Aurora 29,1989,China,Tanker,William Brown
Neptune 71,1957,Japan,Passenger,Carlos Sanchez
Aurora 74,1964,Germany,BulkCarrier,Carlos Sanchez
Viking 34,1989,Japan,BulkCarrier,Hans Müller
Nautilus 92,1959,UK,BulkCarrier,John Smith
Odyssey 60,1962,UK,Passenger,Ivan Petrov
Odyssey 92,1955,UK,Passenger,William Brown
Poseidon 83,1959,Russia,BulkCarrier,Ivan Petrov
Poseidon 38,2009,USA,BulkCarrier,Hans Müller
Viking 91,2000,France,Passenger,Hans Müller
Aurora 65,1968,Russia,BulkCarrier,William Brown
Enterprise 44,2000,Germany,Tanker,William Brown
Odyssey 7,1996,UK,Tanker,Li Wei
Titanic 44,1988,USA,BulkCarrier,Carlos Sanchez
Viking 75,1997,USA,Tanker,Ivan Petrov
Viking 37,1955,Russia,Passenger,Hans Müller
Enterprise 42,1998,France,Passenger,Ivan Petrov
Viking 45,1984,Russia,BulkCarrier,Li Wei
Viking 56,1956,UK,BulkCarrier,Jean Dupont
Nautilus 26,1991,Germany,Tanker,Hans Müller
Titanic 28,1971,UK,BulkCarrier,Hans Müller
Titanic 44,2001,USA,Tanker,Jean Dupont
Poseidon 16,1954,Russia,Passenger,Jean Dupont
Enterprise 54,1989,UK,BulkCarrier,Li Wei
Odyssey 9,2006,UK,BulkCarrier,Carlos Sanchez
Neptune 45,1957,Russia,Passenger,Jean Dupont
Enterprise 84,1997,Germany,BulkCarrier,Jean Dupont
Poseidon 66,1982,Germany,Passenger,Carlos Sanchez
Neptune 13,1967,Germany,Tanker,William Brown
Viking 83,1980,Germany,Passenger,Jean Dupont
Enterprise 11,1986,Russia,BulkCarrier,Carlos Sanchez
Neptune 58,1965,Japan,Tanker,William Brown
Viking 70,1971,Germany,BulkCarrier,John Smith
Poseidon 5,2009,Russia,Passenger,Hans Müller
Odyssey 68,2021,Japan,BulkCarrier,Carlos Sanchez
Viking 70,1985,Japan,BulkCarrier,John Smith
Aurora 96,2005,UK,Passenger,William Brown
Aurora 35,2004,Germany,Tanker,John Smith
Aurora 69,1983,China,BulkCarrier,Li Wei
Neptune 26,2001,USA,Tanker,Hans Müller
Nautilus 22,2016,UK,BulkCarrier,Hans Müller
Neptune 40,1978,Germany,Tanker,Ivan Petrov
Titanic 10,1989,France,Tanker,Carlos Sanchez
Titanic 54,1981,Russia,Passenger,Li Wei
Poseidon 16,1985,Japan,Tanker,Jean Dupont
Titanic 95,1970,China,Passenger,Jean Dupont
Aurora 27,2012,China,Tanker,John Smith
Aurora 46,2011,Germany,BulkCarrier,Ivan Petrov
Viking 60,2013,UK,Passenger,Hans Müller
Poseidon 83,1977,Russia,Tanker,Carlos Sanchez
Enterprise 28,2021,USA,Passenger,Ivan Petrov
Odyssey 52,1986,China,Passenger,Hans Müller
Neptune 80,2002,UK,Tanker,Jean Dupont
Aurora 61,2020,UK,Tanker,Carlos Sanchez
Neptune 19,1988,Russia,Passenger,Carlos Sanchez
Aurora 31,1973,Russia,Tanker,Ivan Petrov
Nautilus 44,2025,France,Passenger,Jean Dupont
Titanic 16,1977,UK,Tanker,John Smith
Viking 42,1974,China,Tanker,Li Wei
Enterprise 73,2024,Germany,Tanker,Carlos Sanchez
Aurora 62,2018,USA,Passenger,Ivan Petrov
Enterprise 52,1956,USA,Tanker,John Smith
Poseidon 48,2022,USA,Passenger,Li Wei
Titanic 20,2025,Russia,BulkCarrier,Hans Müller
Aurora 90,2011,Russia,Tanker,Jean Dupont
Odyssey 91,1969,UK,Passenger,John Smith
Nautilus 89,1957,Japan,Tanker,John Smith
Neptune 76,1974,Russia,BulkCarrier,Carlos Sanchez
Titanic 53,1980,Russia,Tanker,Hans Müller
Aurora 56,2023,USA,BulkCarrier,Ivan Petrov
Aurora 99,1979,UK,Passenger,Hans Müller
Viking 98,2022,Japan,BulkCarrier,Hans Müller
Viking 20,2021,USA,Tanker,Jean Dupont
Titanic 68,1985,Germany,Passenger,John Smith
Enterprise 64,1976,Germany,BulkCarrier,John Smith
Nautilus 57,1952,Germany,BulkCarrier,Li Wei
Titanic 35,1979,USA,Passenger,Ivan Petrov
Odyssey 51,1956,Japan,Passenger,William Brown
Nautilus 61,1966,Russia,Tanker,Li Wei
Titanic 99,1981,Germany,Tanker,Carlos Sanchez
Neptune 4,1985,UK,Tanker,Li Wei
Poseidon 9,1966,China,BulkCarrier,Hans Müller
Aurora 20,1976,USA,BulkCarrier,John Smith
Neptune 91,2012,Russia,Passenger,William Brown
Odyssey 34,2011,Germany,Passenger,Li Wei
Titanic 59,1989,USA,BulkCarrier,Carlos Sanchez
Enterprise 47,1977,Germany,Passenger,William Brown
Aurora 3,1960,Japan,Passenger,William Brown
Enterprise 6,2003,USA,Passenger,John Smith
Odyssey 42,2004,Japan,BulkCarrier,Jean Dupont
Nautilus 60,1993,China,Tanker,William Brown
Aurora 95,1966,Russia,Passenger,Ivan Petrov
Viking 44,2019,China,Tanker,Jean Dupont
Titanic 29,1965,Japan,BulkCarrier,Ivan Petrov
Poseidon 10,1982,France,BulkCarrier,John Smith
Titanic 6,1984,Japan,Passenger,Ivan Petrov
Titanic 95,1970,Russia,BulkCarrier,Li Wei
Enterprise 58,1990,China,BulkCarrier,John Smith
Neptune 29,1989,Germany,Tanker,John Smith
Nautilus 6,1985,China,Passenger,Jean Dupont
Poseidon 21,1956,UK,BulkCarrier,Carlos Sanchez
Neptune 76,1965,Germany,Passenger,Carlos Sanchez
Odyssey 92,1992,Russia,BulkCarrier,Carlos Sanchez
Aurora 22,1954,Russia,BulkCarrier,John Smith
Aurora 66,2000,France,BulkCarrier,Jean Dupont
Enterprise 100,2006,UK,Tanker,Carlos Sanchez
Neptune 15,1979,China,BulkCarrier,Jean Dupont
Nautilus 96,2002,France,Passenger,Li Wei
Aurora 47,2023,France,Tanker,Hans Müller
Nautilus 2,2002,Russia,Tanker,William Brown
Enterprise 78,1990,USA,BulkCarrier,William Brown
Aurora 37,2022,UK,BulkCarrier,Hans Müller
Viking 86,1998,Japan,Tanker,Ivan Petrov
Neptune 20,2016,Russia,BulkCarrier,Jean Dupont
Titanic 56,1981,UK,BulkCarrier,William Brown
Enterprise 30,2009,France,BulkCarrier,Li Wei
Nautilus 46,2016,France,Tanker,John Smith
Viking 56,1974,USA,Passenger,William Brown
Enterprise 73,1990,USA,Tanker,Jean Dupont
Nautilus 60,1980,Germany,Tanker,Carlos Sanchez
Neptune 71,1959,China,BulkCarrier,Jean Dupont
Poseidon 62,2017,France,BulkCarrier,Li Wei
Nautilus 51,1980,USA,BulkCarrier,John Smith
Viking 97,2018,USA,Tanker,Hans Müller
Aurora 90,2009,UK,BulkCarrier,Carlos Sanchez
Enterprise 88,2007,Japan,BulkCarrier,William Brown
Poseidon 86,1983,Germany,Tanker,Jean Dupont
Aurora 100,2019,Russia,Passenger,John Smith
Viking 84,1974,Germany,Tanker,Carlos Sanchez
Enterprise 8,1983,USA,BulkCarrier,Jean Dupont
Aurora 87,1964,UK,BulkCarrier,Li Wei
Odyssey 81,2018,Germany,Tanker,Li Wei
Aurora 48,2014,USA,Passenger,Ivan Petrov
Aurora 70,1994,UK,Tanker,John Smith
Poseidon 50,1950,China,BulkCarrier,John Smith
Nautilus 17,1979,UK,Tanker,Ivan Petrov
Titanic 55,2014,Japan,Tanker,Ivan Petrov
Enterprise 5,1990,China,Passenger,Jean Dupont
Titanic 63,2016,France,BulkCarrier,Jean Dupont
Nautilus 7,1995,China,Passenger,John Smith
Titanic 35,1981,China,Tanker,Li Wei
Neptune 39,1952,UK,BulkCarrier,Jean Dupont
Enterprise 61,1977,France,BulkCarrier,John Smith
Poseidon 31,1955,Russia,BulkCarrier,Jean Dupont
Neptune 77,1968,Russia,BulkCarrier,Carlos Sanchez
Viking 24,1995,Germany,BulkCarrier,William Brown
Nautilus 1,2012,France,Passenger,John Smith
Viking 80,2009,Germany,Tanker,Hans Müller
Poseidon 22,2017,USA,Tanker,Li Wei
Titanic 21,1987,UK,Tanker,William Brown
Enterprise 79,1983,UK,BulkCarrier,Li Wei
Poseidon 86,1986,Japan,Tanker,Li Wei
Nautilus 43,2023,UK,Passenger,Hans Müller
Enterprise 25,2005,Germany,Passenger,Jean Dupont
Viking 78,1998,UK,Tanker,Jean Dupont
Enterprise 14,2022,France,Tanker,William Brown
Enterprise 73,1997,UK,Tanker,John Smith
Titanic 5,1989,France,Tanker,Hans Müller
Titanic 13,1998,Russia,BulkCarrier,Jean Dupont
Enterprise 47,2007,Japan,Tanker,Carlos Sanchez
Poseidon 82,1959,France,Tanker,Jean Dupont
Odyssey 62,1960,USA,Passenger,Carlos Sanchez
Odyssey 42,2021,Russia,BulkCarrier,Jean Dupont
Neptune 57,2009,Russia,BulkCarrier,Jean Dupont
Odyssey 61,2010,France,Passenger,William Brown
Titanic 58,2001,France,Tanker,Ivan Petrov
Viking 23,2004,China,Passenger,Jean Dupont
Enterprise 67,2023,Japan,BulkCarrier,Li Wei
Aurora 62,1952,France,BulkCarrier,Jean Dupont
Viking 8,1950,UK,BulkCarrier,Ivan Petrov
Enterprise 71,1973,China,BulkCarrier,William Brown
Titanic 75,1972,Russia,BulkCarrier,John Smith
Viking 93,1975,UK,Tanker,Carlos Sanchez
Nautilus 44,1973,France,Passenger,Jean Dupont
Aurora 79,2019,Russia,BulkCarrier,William Brown
Nautilus 48,1976,Russia,Passenger,Ivan Petrov
Titanic 87,1966,France,Tanker,Hans Müller
Titanic 29,1974,UK,BulkCarrier,William Brown
Titanic 10,2016,Germany,Passenger,Ivan Petrov
Poseidon 46,1950,Japan,BulkCarrier,Ivan Petrov
Viking 74,1980,China,Tanker,Carlos Sanchez
Aurora 43,2024,USA,BulkCarrier,Li Wei
Titanic 40,1972,USA,Tanker,John Smith
Viking 66,1954,USA,BulkCarrier,John Smith
Titanic 86,1957,USA,Passenger,Jean Dupont
Neptune 54,1974,Japan,BulkCarrier,Li Wei
Titanic 70,1993,Russia,Tanker,Hans Müller
Nautilus 18,1980,UK,Tanker,John Smith
Neptune 22,1997,Russia,Passenger,Li Wei
Enterprise 86,1985,China,Tanker,Carlos Sanchez
Aurora 8,2020,Japan,Tanker,Jean Dupont
Odyssey 30,1960,Japan,BulkCarrier,William Brown
Enterprise 27,2022,Russia,Tanker,John Smith
Viking 47,2018,UK,Tanker,Jean Dupont
Viking 94,1953,USA,Passenger,Ivan Petrov
Titanic 34,1976,Germany,Tanker,Hans Müller
Titanic 84,1969,France,Tanker,Li Wei
Neptune 55,1971,USA,BulkCarrier,Hans Müller
Enterprise 5,2003,Germany,Passenger,Hans Müller
Aurora 97,1985,Germany,Tanker,Jean Dupont
Titanic 42,1996,UK,BulkCarrier,Li Wei
Viking 48,2009,UK,Tanker,Ivan Petrov
Poseidon 37,1979,Germany,BulkCarrier,Li Wei
Aurora 46,2012,France,BulkCarrier,Ivan Petrov
Nautilus 98,1989,Germany,Passenger,Hans Müller
Viking 35,2003,France,BulkCarrier,Carlos Sanchez
Viking 59,1997,China,Tanker,Jean Dupont
Enterprise 95,2016,Russia,BulkCarrier,John Smith
Poseidon 90,1962,France,Tanker,Li Wei
Titanic 58,1998,France,BulkCarrier,John Smith
Aurora 50,1990,Germany,Passenger,William Brown
Viking 85,2014,France,Tanker,Hans Müller
Odyssey 91,2003,UK,Passenger,Ivan Petrov
Viking 84,1953,Japan,Passenger,Hans Müller
Neptune 83,1963,China,Tanker,Li Wei
Aurora 84,2000,China,BulkCarrier,Ivan Petrov
Neptune 60,1954,China,Tanker,John Smith
Poseidon 82,2016,China,Tanker,John Smith
Poseidon 16,1970,France,Passenger,John Smith
Enterprise 4,1958,Germany,Tanker,Ivan Petrov
Viking 45,1958,USA,Tanker,Ivan Petrov
Poseidon 35,1990,UK,BulkCarrier,Ivan Petrov
Poseidon 87,1957,Russia,Tanker,Carlos Sanchez
Nautilus 1,1967,China,Passenger,Carlos Sanchez
Neptune 1,2019,Japan,Passenger,William Brown
Nautilus 24,1989,UK,Passenger,Ivan Petrov
Enterprise 34,1957,UK,Tanker,Li Wei
Nautilus 12,2002,Germany,BulkCarrier,William Brown
Titanic 67,2023,USA,Tanker,John Smith
Odyssey 62,2009,France,Passenger,Ivan Petrov
Viking 71,1989,Russia,Passenger,William Brown
Aurora 69,1951,Russia,Passenger,Jean Dupont
Aurora 14,1968,USA,Tanker,John Smith
Titanic 17,1976,UK,Passenger,Li Wei
Titanic 13,2015,France,Passenger,Carlos Sanchez
Titanic 41,2012,China,BulkCarrier,Li Wei
Poseidon 76,2017,China,Tanker,Jean Dupont
Neptune 86,2009,Russia,BulkCarrier,William Brown
Neptune 17,1986,China,Passenger,Ivan Petrov
Neptune 3,1990,Japan,BulkCarrier,Li Wei
Odyssey 44,1986,China,Tanker,Ivan Petrov
Viking 56,1977,Germany,Tanker,Li Wei
Titanic 55,1960,UK,Passenger,William Brown
Odyssey 3,1958,UK,Tanker,Li Wei
