Name,Year,Country,Type,Captain
Nautilus 1,1953,France,BulkCarrier,Li Wei
Neptune 74,2013,Russia,BulkCarrier,Jean Dupont
Nautilus 77,1959,Germany,Passenger,Jean Dupont
Poseidon 42,1981,Germany,Passenger,Ivan Petrov
Odyssey 89,2002,UK,Tanker,Jean Dupont
Neptune 48,2003,USA,Passenger,William Brown
Enterprise 48,1996,China,BulkCarrier,William Brown
Odyssey 11,2009,Germany,BulkCarrier,Jean Dupont
Enterprise 69,2010,Japan,Tanker,John Smith
Odyssey 13,1987,Russia,BulkCarrier,Carlos Sanchez
Poseidon 45,1953,France,BulkCarrier,Hans Müller
Poseidon 83,1975,China,Tanker,William Brown
Viking 59,2025,France,BulkCarrier,William Brown
Odyssey 89,1982,France,Tanker,Li Wei
Nautilus 28,2017,UK,BulkCarrier,Li Wei
Poseidon 68,1967,China,Passenger,Li Wei
Enterprise 20,2013,Russia,Passenger,Jean Dupont
Odyssey 32,1953,Russia,Tanker,Li Wei
Odyssey 48,2006,USA,BulkCarrier,Hans Müller
Aurora 35,2016,UK,Passenger,John Smith
Nautilus 13,1985,Russia,BulkCarrier,Ivan Petrov
Titanic 58,1981,Germany,Tanker,Hans Müller
Viking 83,1974,UK,Tanker,Hans Müller
Poseidon 55,1975,France,Tanker,Hans Müller
Poseidon 100,2009,China,BulkCarrier,Jean Dupont
Odyssey 33,1989,UK,BulkCarrier,Li Wei
Viking 16,1985,France,Passenger,William Brown
Poseidon 7,1986,Germany,Tanker,William Brown
Nautilus 76,1973,Russia,BulkCarrier,Hans Müller
Viking 17,1961,France,Tanker,Jean Dupont
Nautilus 23,1995,Germany,BulkCarrier,William Brown
Odyssey 59,2014,Japan,Passenger,William Brown
Titanic 89,1992,Japan,Tanker,John Smith
Viking 18,1955,Russia,BulkCarrier,Hans Müller
Odyssey 94,1989,Russia,Tanker,Hans Müller
Odyssey 18,1967,USA,Passenger,Jean Dupont
Enterprise 16,1970,Japan,BulkCarrier,Jean Dupont
Poseidon 49,2009,UK,Passenger,William Brown
Neptune 7,1967,Japan,BulkCarrier,Li Wei
Aurora 62,2002,UK,Passenger,Li Wei
Neptune 66,1966,Japan,BulkCarrier,Carlos Sanchez
Aurora 21,1960,Germany,BulkCarrier,Carlos Sanchez
Poseidon 3,1968,USA,BulkCarrier,Ivan Petrov
Neptune 57,2017,France,Tanker,John Smith
Poseidon 57,2021,France,Passenger,Jean Dupont
Enterprise 41,1955,France,Tanker,Li Wei
Aurora 48,1990,UK,Passenger,Carlos Sanchez
Titanic 34,1992,France,Passenger,Jean Dupont
Aurora 9,2017,UK,Passenger,Carlos Sanchez
Enterprise 73,1976,France,Tanker,Carlos Sanchez
Enterprise 31,1999,Japan,BulkCarrier,Hans Müller
Viking 17,2011,China,BulkCarrier,Ivan Petrov
Neptune 16,2018,China,Passenger,Ivan Petrov
Neptune 11,1972,Russia,BulkCarrier,Ivan Petrov
Enterprise 46,2025,UK,BulkCarrier,Carlos Sanchez
Nautilus 22,1998,China,BulkCarrier,Li Wei
Nautilus 81,2024,USA,Tanker,Li Wei
Viking 12,2021,UK,BulkCarrier,William Brown
Viking 36,2018,UK,Tanker,Carlos Sanchez
Poseidon 72,1954,Japan,Tanker,Li Wei
Viking 48,2010,Germany,Tanker,John Smith
Enterprise 4,1959,Japan,Tanker,Hans Müller
Odyssey 59,2005,Germany,Tanker,John Smith
Neptune 16,1989,Germany,Passenger,Carlos Sanchez
Aurora 38,1954,Germany,BulkCarrier,Li Wei
Titanic 53,2016,Germany,Tanker,Ivan Petrov
Neptune 56,1987,USA,BulkCarrier,Ivan Petrov
Viking 97,1986,France,Passenger,Li Wei
Poseidon 22,1998,Japan,Tanker,Li Wei
Poseidon 85,1964,Japan,Tanker,Hans Müller
Viking 49,2005,Germany,BulkCarrier,William Brown
Odyssey 11,2003,USA,Tanker,Jean Dupont
Poseidon 79,1989,USA,Passenger,Carlos Sanchez
Odyssey 47,2022,Japan,Tanker,John Smith
Poseidon 73,2011,Russia,BulkCarrier,Jean Dupont
Viking 28,1968,China,Passenger,William Brown
Aurora 44,1982,China,Passenger,Li Wei
Neptune 95,1984,France,BulkCarrier,Hans Müller
Neptune 31,1980,China,BulkCarrier,William Brown
Poseidon 24,2013,UK,Tanker,Ivan Petrov
Aurora 66,1959,Russia,Passenger,Carlos Sanchez
Poseidon 76,1957,UK,Passenger,Hans Müller
Nautilus 90,1971,UK,Tanker,Jean Dupont
Neptune 19,1951,Japan,BulkCarrier,Jean Dupont
Poseidon 16,1996,France,BulkCarrier,Li Wei
Poseidon 51,2014,France,Tanker,Li Wei
Odyssey 68,2025,China,Passenger,John Smith
Viking 93,2021,USA,Passenger,Hans Müller
Nautilus 90,1975,Russia,BulkCarrier,Hans Müller
Poseidon 22,1963,Germany,Tanker,Ivan Petrov
Poseidon 67,1973,USA,Passenger,Hans Müller
Enterprise 85,1951,Russia,BulkCarrier,Hans Müller
Odyssey 10,1995,Japan,Passenger,Carlos Sanchez
Viking 23,1996,China,BulkCarrier,Li Wei
Aurora 5,1996,Japan,Passenger,John Smith
Odyssey 86,1991,China,BulkCarrier,Carlos Sanchez
Aurora 81,2023,UK,BulkCarrier,Ivan Petrov
Poseidon 54,1993,France,BulkCarrier,Jean Dupont
Titanic 97,1997,UK,Tanker,Ivan Petrov
Titanic 69,1958,Japan,BulkCarrier,Jean Dupont
Poseidon 95,1980,UK,Passenger,Li Wei
Nautilus 87,1953,Germany,Passenger,Carlos Sanchez
Poseidon 17,1974,USA,BulkCarrier,Hans Müller
Viking 54,1980,UK,BulkCarrier,Jean Dupont
Poseidon 88,1967,Japan,Tanker,Hans Müller
Enterprise 87,1973,France,Passenger,Jean Dupont
Enterprise 99,1986,Japan,Tanker,Hans Müller
Enterprise 27,2017,Germany,BulkCarrier,Ivan Petrov
Titanic 53,1969,USA,Passenger,Ivan Petrov
Titanic 28,2023,Germany,Passenger,John Smith
Titanic 65,1995,France,BulkCarrier,William Brown
Viking 15,1985,Russia,Tanker,Carlos Sanchez
Poseidon 93,2016,Russia,BulkCarrier,Hans Müller
Neptune 28,1958,Japan,Tanker,Ivan Petrov
Titanic 80,2019,France,BulkCarrier,Carlos Sanchez
Odyssey 62,1968,UK,Passenger,Hans Müller
Titanic 81,1974,USA,Passenger,Jean Dupont
Nautilus 67,1996,Japan,Passenger,Carlos Sanchez
Neptune 78,1997,Germany,BulkCarrier,Jean Dupont
Aurora 14,2015,Japan,Passenger,Hans Müller
Aurora 79,1993,Russia,Passenger,William Brown
Poseidon 73,1962,Japan,BulkCarrier,Hans Müller
Titanic 9,1988,Russia,BulkCarrier,Carlos Sanchez
Titanic 62,1982,Russia,Passenger,Jean Dupont
Viking 21,2001,Russia,Passenger,Carlos Sanchez
Poseidon 91,2000,China,Passenger,Li Wei
Poseidon 87,1993,UK,BulkCarrier,Jean Dupont
Viking 14,2024,UK,Passenger,Carlos Sanchez
Nautilus 23,1965,Russia,Passenger,John Smith
Nautilus 65,2023,Japan,Passenger,Ivan Petrov
Nautilus 55,1990,China,BulkCarrier,Li Wei
Nautilus 8,2007,Russia,BulkCarrier,Ivan Petrov
Aurora 2,1980,France,Passenger,William Brown
Nautilus 88,1995,Russia,BulkCarrier,Hans Müller
Poseidon 59,2006,China,BulkCarrier,William Brown
Odyssey 75,2014,Russia,BulkCarrier,Jean Dupont
Neptune 67,2005,USA,Passenger,John Smith
Neptune 76,1968,Russia,BulkCarrier,Ivan Petrov
Neptune 44,1979,Russia,Tanker,John Smith
Poseidon 54,1982,Germany,Passenger,William Brown
Nautilus 80,1992,UK,Tanker,William Brown
Nautilus 49,1970,Russia,BulkCarrier,Carlos Sanchez
Neptune 17,1965,Germany,Tanker,Hans Müller
Enterprise 29,1995,Germany,Passenger,Li Wei
Odyssey 66,1992,Japan,BulkCarrier,John Smith
Odyssey 8,2009,USA,Passenger,John Smith
Odyssey 60,1953,UK,BulkCarrier,Jean Dupont
Titanic 97,1998,Russia,Tanker,Carlos Sanchez
Titanic 38,1988,Japan,Tanker,Jean Dupont
Odyssey 56,2007,UK,BulkCarrier,Hans Müller
Enterprise 9,1970,UK,Passenger,John Smith
Nautilus 64,1962,USA,BulkCarrier,Carlos Sanchez
Aurora 5,1966,Russia,Tanker,William Brown
Poseidon 74,2012,France,Passenger,Li Wei
Enterprise 19,2016,USA,Passenger,John Smith
Odyssey 75,1960,Russia,Tanker,Li Wei
Odyssey 76,1956,Russia,BulkCarrier,John Smith
Nautilus 14,1974,Japan,BulkCarrier,Jean Dupont
Poseidon 70,1999,UK,Tanker,Carlos Sanchez
Neptune 49,1958,China,BulkCarrier,William Brown
Aurora 89,2015,France,Passenger,Li Wei
Poseidon 86,1984,France,BulkCarrier,Hans Müller
Neptune 84,1965,Germany,BulkCarrier,Ivan Petrov
Titanic 45,1981,France,Tanker,Jean Dupont
Poseidon 71,1987,Japan,Tanker,Ivan Petrov
Nautilus 80,2005,USA,Tanker,Li Wei
Enterprise 29,2023,UK,Passenger,Li Wei
Titanic 43,1967,UK,Passenger,Carlos Sanchez
Poseidon 68,1968,China,BulkCarrier,John Smith
Nautilus 30,2006,Russia,Tanker,Ivan Petrov
Nautilus 57,1988,Japan,Tanker,Ivan Petrov
Enterprise 84,2017,Japan,BulkCarrier,John Smith
Neptune 83,2023,USA,Passenger,Hans Müller
Odyssey 12,2017,UK,Passenger,Li Wei
Poseidon 62,2010,France,Passenger,Carlos Sanchez
Titanic 49,1976,France,Tanker,John Smith
Titanic 19,1963,USA,Tanker,Jean Dupont
Enterprise 81,2003,Germany,BulkCarrier,John Smith
Aurora 62,1955,China,BulkCarrier,John Smith
Neptune 38,1997,USA,Tanker,Jean Dupont
Titanic 7,2017,Russia,BulkCarrier,Carlos Sanchez
Nautilus 16,1972,Germany,Passenger,Jean Dupont
Titanic 72,1978,Russia,Tanker,Ivan Petrov
Odyssey 50,1959,UK,Tanker,Li Wei
Viking 33,2010,Japan,Passenger,William Brown
Viking 5,1991,Japan,BulkCarrier,Li Wei
Odyssey 26,1950,UK,BulkCarrier,Jean Dupont
Neptune 21,1996,Germany,BulkCarrier,William Brown
Odyssey 89,1962,Russia,BulkCarrier,John Smith
Nautilus 89,2024,Germany,Tanker,Hans Müller
Odyssey 66,1971,USA,Tanker,William Brown
Enterprise 61,2020,USA,BulkCarrier,Carlos Sanchez
Neptune 67,2005,Russia,Tanker,Ivan Petrov
Odyssey 25,1955,Japan,BulkCarrier,Ivan Petrov
Poseidon 63,2023,China,BulkCarrier,John Smith
Enterprise 77,1969,France,Tanker,Li Wei
Nautilus 19,1992,France,BulkCarrier,John Smith
Aurora 75,1954,USA,BulkCarrier,Jean Dupont
Neptune 46,1999,UK,BulkCarrier,Ivan Petrov
Aurora 41,1995,USA,BulkCarrier,William Brown
Titanic 60,1983,UK,BulkCarrier,Jean Dupont
Aurora 59,1973,Russia,Tanker,Ivan Petrov
Poseidon 54,1961,USA,Passenger,Hans Müller
Viking 61,1974,Japan,Passenger,John Smith
Enterprise 88,2011,China,Tanker,John Smith
Titanic 1,1977,China,Passenger,Jean Dupont
Neptune 2,2006,Russia,Tanker,Hans Müller
Viking 43,2002,France,BulkCarrier,Li Wei
Odyssey 21,1975,USA,Tanker,Carlos Sanchez
Neptune 72,2022,Russia,Tanker,Carlos Sanchez
Titanic 55,1961,France,Tanker,John Smith
Odyssey 14,1967,Russia,Passenger,Li Wei
Nautilus 49,1952,China,Tanker,William Brown
Neptune 1,1956,Japan,Tanker,Ivan Petrov
Titanic 33,2020,Japan,Tanker,John Smith
Neptune 31,1994,Germany,Passenger,John Smith
Titanic 74,1993,UK,BulkCarrier,Ivan Petrov
Enterprise 86,1967,France,Passenger,John Smith
Poseidon 45,1982,Germany,Passenger,John Smith
Neptune 82,1957,Japan,Passenger,Li Wei
Neptune 25,1982,China,Tanker,Carlos Sanchez
Titanic 34,2006,France,Passenger,William Brown
Nautilus 24,1998,Germany,Passenger,Li Wei
Enterprise 22,2022,Germany,Tanker,Ivan Petrov
Enterprise 31,1968,USA,Tanker,Carlos Sanchez
Poseidon 82,1976,UK,BulkCarrier,Ivan Petrov
Nautilus 88,1992,Germany,Passenger,Hans Müller
Aurora 92,1966,UK,Tanker,Li Wei
Titanic 11,2021,UK,BulkCarrier,Carlos Sanchez
Viking 74,1967,Russia,BulkCarrier,Jean Dupont
Odyssey 90,1987,China,Tanker,Ivan Petrov
Enterprise 60,1974,USA,Passenger,John Smith
Poseidon 52,2018,Japan,BulkCarrier,Li Wei
Aurora 49,2021,Russia,BulkCarrier,Jean Dupont
Poseidon 94,2008,France,Tanker,Ivan Petrov
Viking 15,1996,Japan,Tanker,John Smith
Enterprise 5,1950,Germany,Tanker,John Smith
Nautilus 93,1950,France,Passenger,Li Wei
Neptune 60,2008,Japan,Passenger,John Smith
Nautilus 30,2009,Russia,BulkCarrier,Li Wei
Enterprise 56,2004,Russia,Tanker,John Smith
Viking 61,1992,USA,Passenger,Hans Müller
Neptune 52,1950,Russia,Passenger,Carlos Sanchez
Viking 58,2009,China,Tanker,Hans Müller
Neptune 88,1963,Germany,Passenger,Carlos Sanchez
Neptune 69,1953,China,BulkCarrier,Ivan Petrov
Poseidon 25,1951,UK,Tanker,Ivan Petrov
Nautilus 72,2020,USA,Tanker,Jean Dupont
Aurora 3,2001,Russia,BulkCarrier,William Brown
Aurora 87,2009,Russia,Tanker,William Brown
Enterprise 60,1989,France,Passenger,Jean Dupont
Enterprise 37,2011,Russia,Tanker,William Brown
Enterprise 94,1974,Russia,Tanker,William Brown
Aurora 36,1995,Germany,Passenger,Li Wei
Enterprise 98,1953,Russia,BulkCarrier,Hans Müller
Viking 3,1961,Russia,Passenger,William Brown
Enterprise 46,1957,China,Tanker,John Smith
Aurora 93,1952,UK,Passenger,Carlos Sanchez
Nautilus 17,1997,China,Passenger,John Smith
Titanic 47,1950,France,BulkCarrier,Li Wei
Odyssey 17,2006,France,Passenger,Carlos Sanchez
Neptune 34,1975,Russia,Passenger,Jean Dupont
Aurora 76,1972,France,Tanker,Hans Müller
Neptune 68,1966,China,BulkCarrier,Carlos Sanchez
Nautilus 95,1978,France,Tanker,John Smith
Neptune 32,1962,USA,Tanker,Ivan Petrov
Enterprise 54,1957,China,Tanker,Carlos Sanchez
Odyssey 100,2010,France,Passenger,Carlos Sanchez
Aurora 74,2010,UK,Tanker,John Smith
Aurora 89,2019,Japan,BulkCarrier,Hans Müller
Nautilus 6,1982,China,BulkCarrier,William Brown
Viking 31,1981,USA,Tanker,Hans Müller
Enterprise 53,1990,Germany,Passenger,Hans Müller
Enterprise 55,2004,China,BulkCarrier,Jean Dupont
Titanic 99,2014,Japan,BulkCarrier,Jean Dupont
Odyssey 54,2004,UK,BulkCarrier,Jean Dupont
Nautilus 68,1997,Germany,Passenger,William Brown
Enterprise 64,1966,USA,BulkCarrier,Li Wei
Aurora 97,1990,China,Passenger,Jean Dupont
Odyssey 2,2025,France,Passenger,Jean Dupont
Viking 94,2011,France,Passenger,Ivan Petrov
Poseidon 49,1992,USA,Tanker,John Smith
Viking 99,1957,France,Tanker,Ivan Petrov
Viking 2,1965,Japan,BulkCarrier,Carlos Sanchez
Odyssey 6,2018,France,Tanker,Li Wei
Aurora 85,2024,Japan,BulkCarrier,Ivan Petrov
Odyssey 69,1976,Russia,Passenger,William Brown
Poseidon 63,1972,Russia,BulkCarrier,Li Wei
Titanic 70,1992,USA,Tanker,John Smith
Neptune 61,1962,France,Passenger,Li Wei
Viking 31,1984,Germany,BulkCarrier,Li Wei
Titanic 25,1997,Germany,Passenger,Hans Müller
Aurora 39,1973,Germany,BulkCarrier,Carlos Sanchez
Odyssey 17,1989,USA,Passenger,Li Wei
Aurora 28,1960,USA,Tanker,Hans Müller
Nautilus 83,1980,Germany,Passenger,Jean Dupont
Enterprise 31,1965,UK,BulkCarrier,Jean Dupont
Nautilus 24,2024,China,Passenger,John Smith
Poseidon 88,1986,Japan,Tanker,Ivan Petrov
Neptune 41,1972,UK,BulkCarrier,William Brown
Aurora 96,1987,Germany,Tanker,Carlos Sanchez
Neptune 94,1985,Russia,Tanker,Ivan Petrov
Nautilus 28,2000,UK,BulkCarrier,William Brown
Neptune 34,1960,France,Passenger,Hans Müller
Viking 44,2006,China,Passenger,Ivan Petrov
Neptune 2,1976,UK,BulkCarrier,Carlos Sanchez
Aurora 66,1972,Russia,Tanker,Hans Müller
Odyssey 68,1972,France,BulkCarrier,Li Wei
Poseidon 27,1966,France,BulkCarrier,Hans Müller
Poseidon 28,2011,UK,BulkCarrier,Ivan Petrov
Neptune 39,1951,China,Tanker,William Brown
Poseidon 64,1950,France,Passenger,Carlos Sanchez
Odyssey 60,1962,France,Passenger,Ivan Petrov
Viking 58,1965,Germany,Passenger,Jean Dupont
Aurora 62,2015,Japan,Tanker,William Brown
Titanic 50,1956,France,Passenger,Li Wei
Odyssey 6,1964,UK,Passenger,Carlos Sanchez
Enterprise 77,2019,Germany,Passenger,Li Wei
Titanic 77,1963,Japan,BulkCarrier,Ivan Petrov
Odyssey 26,1951,USA,BulkCarrier,Jean Dupont
Aurora 10,1994,France,BulkCarrier,William Brown
Viking 96,1961,China,Tanker,Ivan Petrov
Enterprise 8,1964,Germany,Tanker,Li Wei
Odyssey 73,1955,France,Passenger,William Brown
Odyssey 33,2018,China,Tanker,Li Wei
Titanic 2,1988,USA,Tanker,Carlos Sanchez
Neptune 59,1979,UK,BulkCarrier,Jean Dupont
Viking 54,1985,Japan,Tanker,Jean Dupont
Neptune 83,2025,Russia,BulkCarrier,Li Wei
Nautilus 24,1968,China,Tanker,John Smith
Titanic 70,2021,China,BulkCarrier,Jean Dupont
Poseidon 1,1952,France,Passenger,John Smith
Viking 37,1964,France,Passenger,William Brown
Viking 27,1988,Germany,Tanker,Carlos Sanchez
Viking 22,1957,China,BulkCarrier,Carlos Sanchez
Nautilus 33,1979,UK,BulkCarrier,William Brown
Enterprise 59,1991,Germany,BulkCarrier,Jean Dupont
Viking 24,1999,China,Tanker,Ivan Petrov
Odyssey 54,1965,USA,Passenger,Ivan Petrov
Neptune 11,1968,Germany,Passenger,John Smith
Poseidon 60,2006,Russia,Tanker,Ivan Petrov
Nautilus 74,1991,Japan,Passenger,John Smith
Viking 31,1985,UK,Passenger,Li Wei
Neptune 19,2025,Germany,Passenger,Jean Dupont
Titanic 75,1959,China,Passenger,William Brown
Aurora 51,1981,UK,Tanker,Ivan Petrov
Nautilus 83,1978,USA,Passenger,Hans Müller
Enterprise 60,2023,USA,Tanker,Ivan Petrov
Poseidon 4,2018,China,Tanker,Hans Müller
Poseidon 72,1961,France,BulkCarrier,John Smith
Titanic 66,2019,Germany,Passenger,Carlos Sanchez
Aurora 53,1995,Russia,BulkCarrier,William Brown
Aurora 53,1964,UK,BulkCarrier,William Brown
Neptune 38,1984,USA,Passenger,Ivan Petrov
Aurora 1,1955,USA,Passenger,Hans Müller
Titanic 37,2025,Japan,BulkCarrier,William Brown
Neptune 4,1963,UK,Tanker,Jean Dupont
Titanic 3,1982,UK,BulkCarrier,Carlos Sanchez
Poseidon 65,2016,USA,Tanker,Carlos Sanchez
Viking 87,1971,Germany,Tanker,John Smith
Neptune 36,1987,Japan,BulkCarrier,Ivan Petrov
Poseidon 5,1988,China,Tanker,Carlos Sanchez
Enterprise 16,1960,Germany,Passenger,Hans Müller
Odyssey 76,2000,Japan,BulkCarrier,Hans Müller
Enterprise 38,1981,USA,Tanker,Hans Müller
Odyssey 80,2013,Russia,BulkCarrier,Hans Müller
Titanic 68,2005,China,BulkCarrier,Li Wei
Enterprise 71,1988,France,Passenger,Li Wei
Poseidon 74,2010,France,BulkCarrier,Ivan Petrov
Viking 45,1956,China,Passenger,Li Wei
Nautilus 82,1981,Russia,BulkCarrier,John Smith
Odyssey 37,1999,Russia,Tanker,Jean Dupont
Aurora 15,1952,China,BulkCarrier,Li Wei
Titanic 62,1977,USA,Passenger,Carlos Sanchez
Viking 16,1983,France,BulkCarrier,Ivan Petrov
Viking 75,1991,Germany,BulkCarrier,Ivan Petrov
Poseidon 40,1955,USA,Tanker,Hans Müller
Poseidon 30,1960,China,Tanker,William Brown
Enterprise 56,2014,USA,Tanker,Carlos Sanchez
Aurora 5,1963,Germany,Tanker,William Brown
Aurora 93,1975,Russia,Tanker,Carlos Sanchez
Odyssey 38,1994,Germany,BulkCarrier,Carlos Sanchez
Enterprise 63,2025,Japan,Passenger,William Brown
Titanic 38,2013,Russia,Tanker,Jean Dupont
Neptune 79,1951,Russia,BulkCarrier,Carlos Sanchez
Viking 35,1955,Japan,Tanker,William Brown
Poseidon 90,1992,UK,Passenger,Li Wei
Odyssey 75,1965,UK,Tanker,Jean Dupont
Odyssey 54,1981,USA,BulkCarrier,Ivan Petrov
Odyssey 95,1955,Russia,Tanker,William Brown
Nautilus 75,1981,UK,BulkCarrier,Li Wei
Odyssey 2,2010,Japan,BulkCarrier,William Brown
Poseidon 24,2011,UK,Tanker,Carlos Sanchez
Titanic 59,1970,Russia,Tanker,Li Wei
Viking 22,1987,USA,BulkCarrier,Jean Dupont
Enterprise 3,1960,Japan,Tanker,Li Wei
Viking 26,2015,Japan,Passenger,Ivan Petrov
Odyssey 71,2001,Germany,BulkCarrier,Ivan Petrov
Titanic 59,1998,Japan,BulkCarrier,Jean Dupont
Aurora 73,1962,China,Tanker,Hans Müller
Nautilus 38,1975,Germany,Passenger,Ivan Petrov
Titanic 57,1977,China,Tanker,William Brown
Viking 58,1988,China,Passenger,Hans Müller
Nautilus 8,1968,UK,Tanker,William Brown
Neptune 38,2020,UK,Tanker,William Brown
Aurora 58,2022,UK,Passenger,John Smith
Viking 99,1964,Japan,Tanker,Hans Müller
Enterprise 42,2004,France,Passenger,Li Wei
Nautilus 88,1955,UK,Tanker,John Smith
Enterprise 59,1991,UK,BulkCarrier,Li Wei
Poseidon 59,1993,Germany,Tanker,Ivan Petrov
Odyssey 68,1980,USA,Tanker,Carlos Sanchez
Enterprise 78,2002,France,Tanker,Hans Müller
Neptune 73,1975,Japan,Tanker,Carlos Sanchez
Odyssey 48,1969,Japan,Tanker,Li Wei
Neptune 58,2007,USA,Passenger,William Brown
Enterprise 72,2002,Japan,Tanker,John Smith
Nautilus 43,2020,Germany,BulkCarrier,Hans Müller
Titanic 82,2004,France,BulkCarrier,Jean Dupont
Titanic 96,2025,USA,BulkCarrier,Jean Dupont
Aurora 98,2021,Japan,Tanker,William Brown
Nautilus 14,1972,China,BulkCarrier,Hans Müller
Enterprise 78,1964,USA,Tanker,Ivan Petrov
Odyssey 93,2019,USA,Tanker,John Smith
Nautilus 58,1999,France,Passenger,Hans Müller
Poseidon 74,1991,USA,Tanker,William Brown
Aurora 73,1956,France,Passenger,Hans Müller
Titanic 55,1951,France,BulkCarrier,Jean Dupont
Nautilus 34,1984,France,BulkCarrier,Hans Müller
Enterprise 99,2011,France,Tanker,John Smith
Aurora 29,1998,Japan,Tanker,Li Wei
Enterprise 6,1987,Germany,Tanker,Carlos Sanchez
Nautilus 52,2001,Russia,BulkCarrier,Carlos Sanchez
Aurora 91,2003,USA,Tanker,Jean Dupont
Odyssey 33,1988,France,Passenger,Carlos Sanchez
Odyssey 81,1952,Germany,Tanker,Li Wei
Neptune 97,2010,Russia,Tanker,Hans Müller
Aurora 85,2016,China,Passenger,Hans Müller
Neptune 65,1979,France,Tanker,Li Wei
Titanic 67,1978,China,Tanker,William Brown
Poseidon 36,2005,China,BulkCarrier,Hans Müller
Aurora 72,1957,Germany,Tanker,Ivan Petrov
Odyssey 81,1972,Germany,Passenger,Ivan Petrov
Poseidon 28,1970,UK,Passenger,Jean Dupont
Neptune 95,1983,Russia,Tanker,Ivan Petrov
Viking 97,1991,Russia,Tanker,Li Wei
Enterprise 11,1983,China,Tanker,Carlos Sanchez
Odyssey 94,1976,China,BulkCarrier,Ivan Petrov
Enterprise 15,2002,China,Tanker,William Brown
Aurora 22,1963,UK,Passenger,Carlos Sanchez
Nautilus 27,2014,Germany,BulkCarrier,John Smith
Poseidon 54,1977,Japan,BulkCarrier,Carlos Sanchez
Viking 60,1977,Germany,Tanker,Jean Dupont
Aurora 25,1991,Japan,Passenger,Ivan Petrov
Neptune 93,1961,Japan,Passenger,William Brown
Viking 51,1961,Japan,BulkCarrier,Jean Dupont
Aurora 51,2001,Japan,Tanker,Jean Dupont
Odyssey 71,2024,USA,BulkCarrier,Jean Dupont
Nautilus 80,1959,Russia,BulkCarrier,John Smith
Nautilus 3,1974,Germany,Tanker,Carlos Sanchez
Neptune 87,1969,Russia,Tanker,Ivan Petrov
Poseidon 6,1994,Russia,Tanker,Jean Dupont
Titanic 16,1983,UK,BulkCarrier,William Brown
Titanic 95,2010,Russia,BulkCarrier,Hans Müller
Viking 29,1960,Japan,Tanker,Carlos Sanchez
Titanic 37,1964,Germany,BulkCarrier,Carlos Sanchez
Enterprise 92,1954,France,BulkCarrier,Li Wei
Nautilus 1,1976,UK,Tanker,Ivan Petrov
Titanic 9,1968,Germany,Tanker,John Smith
Nautilus 66,2018,Germany,BulkCarrier,Hans Müller
Nautilus 20,2006,Japan,Tanker,Carlos Sanchez
Nautilus 57,1957,Russia,BulkCarrier,Ivan Petrov
Viking 24,1950,France,BulkCarrier,William Brown
